Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Fevereiro,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,801,QUIMICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,801,QUIMICA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA K,ABC11,Kátia Nakamura,841,REGENCIA,801,QUIMICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5542,MARKETING DIGITAL,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5542,MARKETING DIGITAL,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5542,MARKETING DIGITAL,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5543,ANALISE DE DADOS APLIC MARKETI,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5543,ANALISE DE DADOS APLIC MARKETI,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA C,ABC3,Lais Gomes,192,REGENCIA,5543,ANALISE DE DADOS APLIC MARKETI,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2201,FILOSOFIA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2201,FILOSOFIA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2201,FILOSOFIA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2389,FILOSOFIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2389,FILOSOFIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,2389,FILOSOFIA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,594,PROJETO DE VIDA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,594,PROJETO DE VIDA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,594,PROJETO DE VIDA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,7502,ENSINO RELIGIOSO,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,7502,ENSINO RELIGIOSO,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AI,ABC32,Lais Magalhães,407,REGENCIA,7502,ENSINO RELIGIOSO,45748,45777,30,6,"0,857142","25,71426"
Abril,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,106,LINGUA PORTUGUESA,45754,45777,24,4,"0,571428","13,714272"
Fevereiro,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,1347,LINGUA INGLESA,45691,45716,26,24,"3,428571","89,142846"
Março,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,1347,LINGUA INGLESA,45717,45747,31,24,"3,428571","106,2857"
Abril,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,24,"3,428571","102,85713"
Fevereiro,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6363,ELETIVA I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6363,ELETIVA I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6363,ELETIVA I,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA U ,ABC20,Lais Pereira,562,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45757,45777,21,2,"0,285714","5,999994"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,1389,MET ENS LING PORTUGUESA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,1389,MET ENS LING PORTUGUESA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,1389,MET ENS LING PORTUGUESA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4291,DISPENSACAO DE PROD FARM E COR,45698,45716,19,4,"0,571428","10,857132"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4291,DISPENSACAO DE PROD FARM E COR,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4291,DISPENSACAO DE PROD FARM E COR,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4774,MET DO ENS GEOGRAF E HISTORIA,45693,45716,24,3,"0,428571","10,285704"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4774,MET DO ENS GEOGRAF E HISTORIA,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,4774,MET DO ENS GEOGRAF E HISTORIA,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5513,FARMACOLOGIA I,45698,45716,19,3,"0,428571","8,142849"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5513,FARMACOLOGIA I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5513,FARMACOLOGIA I,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5515,FUND DA FISIOPATOLOGIA,45698,45716,19,2,"0,285714","5,428566"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5515,FUND DA FISIOPATOLOGIA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,REGENCIA,5515,FUND DA FISIOPATOLOGIA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9138,SUPORTE TECNICO,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9138,SUPORTE TECNICO,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9138,SUPORTE TECNICO,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9220,COORD DE CURSO,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9220,COORD DE CURSO,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA N ,ABC14,Larissa Inácio,491,NAO REGENCIA,9220,COORD DE CURSO,45748,45777,30,10,"1,428571","42,85713"
Abril,ESCOLA J,ABC10,Larissa Pereira,725,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,20,"2,857142","85,71426"
Abril,ESCOLA I ,ABC9,Larissa Siqueira,752,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45763,45777,15,6,"0,857142","12,85713"
Abril,ESCOLA I ,ABC9,Larissa Siqueira,752,REGENCIA,6461,DOCENCIA II REC MATEMATICA,45763,45777,15,14,2,30
Fevereiro,ESCOLA I ,ABC9,Larissa Siqueira,752,REGENCIA,704,ARTE,45691,45716,26,18,"2,571428","66,857128"
Março,ESCOLA I ,ABC9,Larissa Siqueira,752,REGENCIA,704,ARTE,45717,45747,31,18,"2,571428","79,71427"
Abril,ESCOLA I ,ABC9,Larissa Siqueira,752,REGENCIA,704,ARTE,45748,45777,30,18,"2,571428","77,14284"
Fevereiro,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,106,LINGUA PORTUGUESA,45717,45725,9,8,"1,142857","10,28571"
Março,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,106,LINGUA PORTUGUESA,45726,45747,22,11,"1,571428","34,57142"
Abril,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,17,"2,428571","72,85713"
Fevereiro,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,6210,REC APREND LINGUA PORT,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,6210,REC APREND LINGUA PORT,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA  AE,ABC28,Larissa Ueno,306,REGENCIA,6210,REC APREND LINGUA PORT,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Larissa Yamamoto,191,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA C,ABC3,Larissa Yamamoto,191,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA C,ABC3,Larissa Yamamoto,191,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA A,ABC1,Laura Otero,111,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA A,ABC1,Laura Otero,111,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA A,ABC1,Laura Otero,111,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,1347,LINGUA INGLESA,45715,45716,2,28,4,8
Março,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,1347,LINGUA INGLESA,45717,45747,31,28,4,124
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,1347,LINGUA INGLESA,45748,45757,10,28,4,40
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,1347,LINGUA INGLESA,45758,45776,19,24,"3,428571","65,142849"
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,1347,LINGUA INGLESA,45777,45777,1,48,"6,857142","6,857142"
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,6210,REC APREND LINGUA PORT,45758,45776,19,2,"0,285714","5,428566"
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,6210,REC APREND LINGUA PORT,45777,45777,1,4,"0,571428","0,571428"
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45754,45776,23,2,"0,285714","6,571422"
Abril,ESCOLA L,ABC12,Laura Yamamoto,1730,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45777,45777,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA AA,ABC24,Lavínia Abreu,382,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45691,45716,26,30,"4,285714","111,428564"
Março,ESCOLA AA,ABC24,Lavínia Abreu,382,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45717,45747,31,30,"4,285714","132,8571"
Abril,ESCOLA AA,ABC24,Lavínia Abreu,382,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,30,"4,285714","128,57142"
Fevereiro,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,1,"0,142857","3,714282"
Março,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,1,"0,142857","4,428567"
Abril,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,1,"0,142857","4,28571"
Fevereiro,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,801,QUIMICA,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,801,QUIMICA,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,801,QUIMICA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,901,FISICA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,901,FISICA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA M,ABC13,Laércio Alves Medeiros,875,REGENCIA,901,FISICA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AI,ABC32,Laércio Alves Rios,415,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA AI,ABC32,Laércio Alves Rios,415,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA AI,ABC32,Laércio Alves Rios,415,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Abril,ESCOLA AB,ABC25,Laércio Câmara,1174,REGENCIA,201,MATEMATICA,45771,45777,7,15,"2,142857","14,999999"
Abril,ESCOLA AB,ABC25,Laércio Câmara,1174,REGENCIA,6461,DOCENCIA II REC MATEMATICA,45771,45777,7,18,"2,571428","17,999996"
Fevereiro,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2201,FILOSOFIA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2201,FILOSOFIA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2201,FILOSOFIA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2384,HISTORIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2384,HISTORIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,2384,HISTORIA I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,501,HISTORIA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,501,HISTORIA,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,501,HISTORIA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,594,PROJETO DE VIDA,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,594,PROJETO DE VIDA,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA U ,ABC20,Laércio Farias,572,REGENCIA,594,PROJETO DE VIDA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA O ,ABC15,Leandro Campos,527,REGENCIA,201,MATEMATICA,45691,45716,26,16,"2,285714","59,428564"
Março,ESCOLA O ,ABC15,Leandro Campos,527,REGENCIA,201,MATEMATICA,45717,45747,31,16,"2,285714","70,85713"
Abril,ESCOLA O ,ABC15,Leandro Campos,527,REGENCIA,201,MATEMATICA,45748,45777,30,16,"2,285714","68,57142"
Fevereiro,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,1347,LINGUA INGLESA,45691,45716,26,18,"2,571428","66,857128"
Março,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,1347,LINGUA INGLESA,45717,45747,31,18,"2,571428","79,71427"
Abril,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,18,"2,571428","77,14284"
Fevereiro,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,3865,LINGUA INGLESA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,3865,LINGUA INGLESA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AC,ABC26,Leandro Jardim,288,REGENCIA,3865,LINGUA INGLESA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2201,FILOSOFIA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2201,FILOSOFIA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2201,FILOSOFIA,45748,45753,6,2,"0,285714","1,714284"
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2201,FILOSOFIA,45754,45777,24,4,"0,571428","13,714272"
Fevereiro,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2389,FILOSOFIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2389,FILOSOFIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,2389,FILOSOFIA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,5641,PROJETO DE VIDA I,45691,45716,26,7,1,26
Março,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,5641,PROJETO DE VIDA I,45717,45747,31,7,1,31
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,5641,PROJETO DE VIDA I,45748,45777,30,7,1,30
Fevereiro,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45753,6,6,"0,857142","5,142852"
Abril,ESCOLA Q ,ABC17,Leandro Morais,712,REGENCIA,6362,ESTUDO ORIENTADO I,45754,45777,24,3,"0,428571","10,285704"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,1001,BIOLOGIA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,1001,BIOLOGIA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,1001,BIOLOGIA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,301,CIENCIAS,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,301,CIENCIAS,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,301,CIENCIAS,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,801,QUIMICA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,801,QUIMICA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,REGENCIA,801,QUIMICA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA W ,ABC21,Leandro Pinto,598,NAO REGENCIA,9087,COORD DE AREA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA W ,ABC21,Leandro Pinto,598,NAO REGENCIA,9087,COORD DE AREA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA W ,ABC21,Leandro Pinto,598,NAO REGENCIA,9087,COORD DE AREA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA G,ABC7,Leonardo Jesus,171,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45689,45716,28,40,"5,714285","159,99998"
Março,ESCOLA G,ABC7,Leonardo Jesus,171,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA G,ABC7,Leonardo Jesus,171,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2201,FILOSOFIA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2201,FILOSOFIA,45717,45721,5,4,"0,571428","2,85714"
Março,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2201,FILOSOFIA,45722,45747,26,6,"0,857142","22,28569"
Abril,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2201,FILOSOFIA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45691,45716,26,4,"0,571428","14,857128"
Fevereiro,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45717,45747,31,4,"0,571428","17,71427"
Março,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2301,SOCIOLOGIA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2389,FILOSOFIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2389,FILOSOFIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,2389,FILOSOFIA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2390,SOCIOLOGIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2390,SOCIOLOGIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AG,ABC30,Lilian Bandeira,301,REGENCIA,2390,SOCIOLOGIA I,45748,45777,30,2,"0,285714","8,57142"
Março,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,594,PROJETO DE VIDA,45723,45747,25,2,"0,285714","7,14285"
Abril,ESCOLA  AE,ABC28,Lilian Bandeira,301,REGENCIA,594,PROJETO DE VIDA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Lilian Garcia,195,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA C,ABC3,Lilian Garcia,195,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45729,45747,19,20,"2,857142","54,2857"
Abril,ESCOLA C,ABC3,Lilian Garcia,195,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45758,11,20,"2,857142","31,428562"
Fevereiro,ESCOLA E,ABC5,Lilian Hirano,221,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA E,ABC5,Lilian Hirano,221,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA E,ABC5,Lilian Hirano,221,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA AG,ABC30,Lilian Nakagawa,331,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA AG,ABC30,Lilian Nakagawa,331,REGENCIA,3961,PENSAMENTO COMPUTACIONAL,45717,45747,31,10,"1,428571","44,2857"
